event_player_1
VLADISLAV.NAMESTNIKOV
COLTON.SISSONS
JAMIE.OLEKSIAK
SIDNEY.CROSBY
BROOKS.ORPIK
JAKE.GUENTZEL
PATRIC.HORNQVIST
PHIL.KESSEL
NICKLAS.BACKSTROM
KRIS.LETANG
CARL.HAGELIN
DERICK.BRASSARD
RILEY.SHEAHAN
BRYAN.RUST
OLLI.MAATTA
DOMINIK.SIMON
EVGENI.MALKIN
JUSTIN.SCHULTZ
MATT.CULLEN
JORDAN.STAAL
JACCOB.SLAVIN
MARTIN.NECAS
SEBASTIAN.AHO
ANTHONY.BEAUVILLIER
TREVOR.VAN RIEMSDYK
CALVIN.DE HAAN
VALTTERI.FILPPULA
DOUGIE.HAMILTON
JOSH.BAILEY
RYAN.PULOCK
BROCK.NELSON
BRETT.PESCE
ANDREI.SVECHNIKOV
JOHNNY.BOYCHUK
BROCK.MCGINN
JUSTIN.WILLIAMS
ADAM.PELECH
MATT.MARTIN
VALENTIN.ZYKOV
MICHEAL.FERLAND
JORDAN.EBERLE
LEO.KOMAROV
JUSTIN.FAULK
LUCAS.WALLMARK
CAL.CLUTTERBUCK
TEUVO.TERAVAINEN
JORDAN.MARTINOOK
WARREN.FOEGELE
JONATHAN.TOEWS
MAX.MCCORMICK
MARK.BOROWIECKI
MAXIME.LAJOIE
COLIN.WHITE
ALEX.DEBRINCAT
BRENT.SEABROOK
ZACK.SMITH
NICK.SCHMALTZ
DAVID.KAMPF
HENRI.JOKIHARJU
DUNCAN.KEITH
LUKE.JOHNSON
ANDREAS.MARTINSEN
DOMINIK.KAHUN
BRANDON.SAAD
ERIK.GUSTAFSSON
PATRICK.KANE
CODY.CECI
THOMAS.CHABOT
DYLAN.DEMELO
JAN.RUTTA
BOBBY.RYAN
ARTEM.ANISIMOV
CHRIS.WIDEMAN
MIKKEL.BOEDKER
BRANDON.MANNING
CHRIS.KUNITZ
RYAN.DZINGEL
MAGNUS.PAAJARVI
MARK.STONE
FILIP.HRONEK
ANDREAS.ATHANASIOU
OLIVER.BJORKSTRAND
CAM.ATKINSON
RYAN.MURRAY
NICK.FOLIGNO
LIBOR.SULAK
GUSTAV.NYQUIST
BOONE.JENNER
BRANDON.DUBINSKY
THOMAS.VANEK
DEAN.KUKAN
ARTEMI.PANARIN
ZACH.WERENSKI
DANNY.DEKEYSER
JOSH.ANDERSON
MICHAEL.RASMUSSEN
DENNIS.CHOLOWSKI
ALEX.WENNBERG
FRANS.NIELSEN
DYLAN.LARKIN
TYLER.BERTUZZI
PIERRE-LUC.DUBOIS
DAVID.SAVARD
JOE.HICKETTS
GABRIEL.CARLSSON
DARREN.HELM
TREVOR.DALEY
VLADIMIR.TARASENKO
TYLER.BOZAK
JORDAN.SCHMALTZ
NIKOLAJ.EHLERS
JORDAN.KYROU
MARK.SCHEIFELE
PATRIK.LAINE
BLAKE.WHEELER
BRYAN.LITTLE
KYLE.CONNOR
VINCE.DUNN
ALEX.STEEN
IVAN.BARBASHEV
MATHIEU.PERREAULT
TYLER.MYERS
JAY.BOUWMEESTER
SAMMY.BLAIS
ALEX.PIETRANGELO
JADEN.SCHWARTZ
BRAYDEN.SCHENN
RYAN.O'REILLY
DAVID.PERRON
PAT.MAROON
COLTON.PARAYKO
ROBERT.THOMAS
BRANDON.TANEV
ADAM.LOWRY
JOE.MORROW
JASON.SPEZZA
MIRO.HEISKANEN
RADEK.FAKSA
CHRISTIAN.FISCHER
ESA.LINDELL
JAMIE.BENN
DEREK.STEPAN
MARIO.KEMPE
ROOPE.HINTZ
DYLAN.STROME
MATTIAS.JANMARK
BRAD.RICHARDSON
JASON.DEMERS
VINNIE.HINOSTROZA
ROMAN.POLAK
JOHN.KLINGBERG
NICK.COUSINS
CLAYTON.KELLER
CONNOR.CARRICK
DEVIN.SHORE
ALEX.RADULOV
BRENDAN.PERLINI
JASON.DICKINSON
BLAKE.COMEAU
TYLER.SEGUIN
OLIVER.EKMAN-LARSSON
MICHAEL.GRABNER
NIKLAS.HJALMARSSON
KEVIN.CONNAUTON
MATT.NIETO
TYSON.BARRIE
MIKKO.KOIVU
MIKKO.RANTANEN
JARED.SPURGEON
PATRIK.NEMETH
ZACH.PARISE
CARL.SODERBERG
ERIK.JOHNSON
NIKITA.ZADOROV
ERIC.FEHR
MATT.DUMBA
IAN.COLE
MIKAEL.GRANLUND
JASON.ZUCKER
SHELDON.DRIES
COLIN.WILSON
ALEX.KERFOOT
MATT.CALVERT
NATHAN.MACKINNON
J.T..COMPHER
ERIC.STAAL
RYAN.SUTER
GREG.PATERYN
SAMUEL.GIRARD
NICK.SEELER
BRAYDEN.MCNABB
MIKHAIL.VOROBYEV
ERIK.HAULA
WAYNE.SIMMONDS
PIERRE-EDOUARD.BELLEMARE
JONATHAN.MARCHESSAULT
TOMAS.NOSEK
SEAN.COUTURIER
OSKAR.LINDBLOM
PAUL.STASTNY
ROBERT.HAGG
RADKO.GUDAS
JAKUB.VORACEK
SHAYNE.GOSTISBEHERE
WILLIAM.KARLSSON
IVAN.PROVOROV
SCOTT.LAUGHTON
NICK.HOLDEN
REILLY.SMITH
MAX.PACIORETTY
OSCAR.LINDBERG
RYAN.CARPENTER
TRAVIS.SANHEIM
MICHAEL.RAFFL
SHEA.THEODORE
NOLAN.PATRICK
JAMES.VAN RIEMSDYK
JORI.LEHTERA
ADAM.CLENDENING
RILEY.NASH
MARKUS.NUTIVAARA
SONNY.MILANO
ANTHONY.DUCLAIR
ILYA.KOVALCHUK
ANZE.KOPITAR
TANNER.PEARSON
TREVOR.LEWIS
TYLER.TOFFOLI
ADRIAN.KEMPE
JEFF.CARTER
BARCLAY.GOODROW
KYLE.CLIFFORD
AUSTIN.WAGNER
ZEMGUS.GIRGENSONS
FILIP.CHYTIL
CODY.MCLEOD
RASMUS.DAHLIN
BRENDAN.SMITH
MITCH.MARNER
CHRIS.TIERNEY
ALEX.FORMENTON
MATT.DUCHENE
ANDREAS.JOHNSSON
IGOR.OZHIGANOV
JONATHAN.HUBERDEAU
YANNI.GOURDE
MARK.PYSYK
EVGENY.DADONOV
JACOB.MACDONALD
MIKE.HOFFMAN
DAN.GIRARDI
FRANK.VATRANO
ALEX.PETROVIC
BRAYDON.COBURN
AARON.EKBLAD
JARED.MCCANN
CORY.CONACHER
ALEKSANDER.BARKOV
VINCENT.TROCHECK
RYAN.MCDONAGH
KEITH.YANDLE
STEVEN.STAMKOS
VICTOR.HEDMAN
MIKHAIL.SERGACHEV
ALEX.KILLORN
BRAYDEN.POINT
MATHIEU.JOSEPH
DENIS.MALGIN
MIKE.MATHESON
TROY.BROUWER
ANTHONY.CIRELLI
J.T..MILLER
NIKITA.KUCHEROV
KYLE.PALMIERI
MILAN.LUCIC
DARNELL.NURSE
TAYLOR.HALL
WILL.BUTCHER
BEN.LOVEJOY
MARCUS.JOHANSSON
TRAVIS.ZAJAC
RYAN.NUGENT-HOPKINS
MATT.BENNING
PAVEL.ZACHA
NICO.HISCHIER
JEAN-SEBASTIEN.DEA
BRIAN.BOYLE
MIRCO.MUELLER
RYAN.STROME
CONNOR.MCDAVID
JESSE.PULJUJARVI
OSCAR.KLEFBOM
STEFAN.NOESEN
KAILER.YAMAMOTO
MILES.WOOD
TY.RATTIE
LEON.DRAISAITL
THOMAS.HICKEY
VIKTOR.ARVIDSSON
ANDERS.LEE
MATHEW.BARZAL
CASEY.CIZIKAS
TANNER.FRITZ
ANTHONY.BITETTO
NICK.LEDDY
BRIAN.DUMOULIN
NOAH.JUULSEN
XAVIER.OUELLET
JACK.JOHNSON
MATTHEW.PECA
JACOB.TROUBA
TYLER.PITLICK
DUSTIN.BYFUGLIEN
MARCUS.KRUGER
CHRIS.BUTLER
RYAN.REAVES
DERYK.ENGELLAND
JONAS.BRODIN
COLIN.MILLER
JOEL.ERIKSSON EK
WILLIAM.CARRIER
NINO.NIEDERREITER
MATT.HENDRICKS
JON.MERRILL
MARCUS.FOLIGNO
MARK.BARBERIO
CLAUDE.GIROUX
TRAVIS.KONECNY
ANDREW.MACDONALD
CHRISTIAN.FOLIN
GABRIEL.LANDESKOG
RICHARD.PANIK
ALEX.GOLIGOSKI
SAM.STEEL
CAM.FOWLER
BRIAN.GIBBONS
LAWSON.CROUSE
MARCUS.PETTERSSON
BEN.STREET
ANDREJ.SUSTR
ILYA.LYUBUSHKIN
ANDREW.COGLIANO
BROCK.BOESER
MICHAEL.STONE
CHRIS.TANEV
DALTON.PROUT
TONY.DEANGELO
PHILLIP.DI GIUSEPPE
JOHN.HAYDEN
MARTIN.MARINCIN
ALEC.MARTINEZ
DREW.DOUGHTY
NICK.JENSEN
ANTHONY.MANTHA
ALEX.IAFALLO
MICHAEL.AMADIO
JUSTIN.ABDELKADER
LUKE.GLENDENING
PAUL.LADUE
CHRISTOFFER.EHN
BRADY.TKACHUK
TOM.PYATT
CHRIS.WAGNER
ANDERS.BJORK
ROURKE.CHARTIER
SCOTT.MAYFIELD
TOM.KUHNHACKL
TAGE.THOMPSON
TROY.TERRY
ISAC.LUNDESTROM
TIM.SCHALLER
SVEN.BAERTSCHI
LOUI.ERIKSSON
HAYDN.FLEURY
GABRIEL.BOURQUE
LUKAS.SEDLAK
TYSON.JOST
RYAN.ELLIS
RASMUS.ANDERSSON
JACK.ROSLOVIC
ANDREW.COPP
JAKE.MUZZIN
BEN.CHIAROT
JOSH.MORRISSEY
VALERI.NICHUSHKIN
DALE.WEISE
MICHAL.KEMPNY
DMITRIJ.JASKIN
CODY.EAKIN
RYAN.KESLER
DRAKE.CAGGIULA
TOBIAS.RIEDER
ADAM.LARSSON
EVAN.BOUCHARD
SCOTT.HARRINGTON
NICK.BJUGSTAD
COLTON.SCEVIOUR
JUHO.LAMMIKKO
JOHN.QUENNEVILLE
SAMI.VATANEN
BLAKE.COLEMAN
DAMON.SEVERSON
ANDY.GREENE
FREDRIK.CLAESSON
DANIEL.SPRONG
TOMAS.HYKA
NATE.THOMPSON
VICTOR.METE
DEREK.FORBORT
JARET.ANDERSON-DOLAN
NIKLAS.KRONWALL
BEN.HUTTON
ONDREJ.PALAT
TYLER.JOHNSON
ADAM.ERNE
CEDRIC.PAQUETTE
ANTHONY.PELUSO
JOEL.EDMUNDSON
JAKUB.JERABEK
MIIKKA.SALOMAKI
KRISTIAN.VESALAINEN
JORDAN.GREENWAY
CHARLIE.COYLE
J.T..BROWN
ALEX.FORTIN
KRIS.RUSSELL
KYLE.BRODZIAK
JORDAN.WEAL
DION.PHANEUF
PAUL.CAREY
BEN.HARPUR
TOMAS.PLEKANEC
JUUSO.RIIKOLA
ANTOINE.ROUSSEL
BOGDAN.KISELEVICH
JAKE.GARDINER
FREDERIK.GAUTHIER
STEPHEN.GIONTA
ANDREW.LADD
BRETT.RITCHIE
JULIUS.HONKA
ROBERT.BORTUZZO
JOAKIM.RYAN
OSCAR.FANTENBERG
CHRISTIAN.JAROS
DAN.HAMHUIS
GEMEL.SMITH
VLADISLAV.KAMENEV
MACKENZIE.WEEGAR
MAXIM.MAMIN
ADAM.GAUDETTE
ANTON.STRALMAN
JORDAN.OESTERLE
JUJHAR.KHAIRA
JASON.GARRISON
BRAD.HUNT
KARL.ALZNER
GARNET.HATHAWAY
SVEN.ANDRIGHETTO
DREW.STAFFORD
CORBAN.KNIGHT
LUKE.WITKOWSKI
RYAN.CALLAHAN
BRENDAN.LEMIEUX
SHELDON.REMPAL
MATT.READ
JOSH.ARCHIBALD
ZACH.BOGOSIAN
ZACH.SANFORD
BRANDON.DAVIDSON
ZACK.KASSIAN
URHO.VAAKANAINEN
STEVEN.KAMPFER
PONTUS.ABERG
JOHAN.LARSSON
MARKO.DANO
CLARK.BISHOP
SETH.JONES
ALEX.GALCHENYUK
NICK.RITCHIE
SEAN.WALKER
JUSTIN.DOWLING
KEVIN.GRAVEL
ALEX.CHIASSON
COOPER.MARODY
DMITRY.KULIKOV
ALEX.TUCH
ROCCO.GRIMALDI
MARKUS.HANNIKAINEN
TRAVIS.HAMONIC
DARREN.ARCHIBALD
ALEX.BIEGA
MICHAEL.DEL ZOTTO
MIKE.GREEN
JONATHAN.ERICSSON
MARTIN.FRK
NICOLAS.DESLAURIERS
OSKAR.SUNDQVIST
SLATER.KOEKKOEK
CHAD.RUHWEDEL
DEREK.GRANT
DUSTIN.BROWN
JONATHAN.BERNIER
NICOLAS.ROY
ANDY.WELINSKI
JOSEPH.BLANDISI
JACOB.LARSSON
JACOB.DE LA ROSE
NICOLAS.AUBE-KUBEL
BRENDAN.GAUNCE
MARC.METHOT
NICK.PAUL
REMI.ELIE
WADE.MEGAN
KEVIN.ROONEY
FREDERICK.GAUDREAU
ROBBY.FABBRI
ERIK.BURGDOERFER
ROSS.JOHNSTON
BRETT.SENEY
DILLON.HEATHERINGTON
TOREY.KRUG
MATT.LUFF
PATRICK.EAVES
JOEY.ANDERSON
TRAVIS.BOYD
LIAS.ANDERSSON
CARL.GUNNARSSON
SAM.CARRICK
GARRETT.WILSON
ZACH.ASTON-REESE
KENNY.AGOSTINO
JESPER.BRATT
JONAS.SIEGENTHALER
TIM.HEED
DENIS.GURIANOV
JOEL.HANLEY
BEN.GLEASON
DAVID.SCHLEMKO
DANICK.MARTEL
NIKITA.SOSHNIKOV
JEREMY.LAUZON
EGOR.YAKOVLEV
NIC.PETAN
ONDREJ.KASE
ERIK.CERNAK
JAKOB.CHYCHRUN
TOM.WILSON
KALLE.KOSSILA
ZAC.DALPE
DRAKE.BATHERSON
MATT.IRWIN
AUSTIN.WATSON
GAVIN.BAYREUTHER
JAKUB.ZBORIL
JAKOB.FORSBACKA KARLSSON
GUSTAV.FORSLING
DYLAN.GAMBRELL
MICHAEL.DAL COLLE
LUCA.SBISA
PATRICK.RUSSELL
NATE.SCHMIDT
JOSH.MAHURA
STEVEN.FOGARTY
MICHEAL.HALEY
SAM.GAGNER
VICTOR.RASK
CONNOR.CLIFTON
DRYDEN.HUNT
TYRELL.GOULBOURNE
MICHAEL.CHAPUT
BRETT.KULAK
JAKE.DOTCHIN
DANIEL.CARR
COLBY.CAVE
TAYLOR.FEDUN
LUKAS.RADIL
TIMOTHY.GETTINGER
JAKE.BEAN
SHEA.WEBER
MARK.ALT
JUSTIN.FALK
MASON.APPLETON
SAMI.NIKU
CAMERON.SCHILLING
EELI.TOLVANEN
MATT.BELESKEY
ANDREW.MANGIAPANE
OLIVER.KYLINGTON
RYAN.LOMBERG
LAWRENCE.PILUT
NELSON.NOGIER
MARTIN.HANZAL
JORDAN.NOLAN
MATT.TENNYSON
NIKITA.SCHERBAK
WILLIAM.NYLANDER
RADIM.SIMEK
CONOR.GARLAND
ALAN.QUINE
CONNOR.MURPHY
MICHAEL.BUNTING
STEFAN.ELLIOTT
LUKE.KUNIN
CARL.DAHLSTROM
DYLAN.SIKURA
PHIL.VARONE
ANTHONY.GRECO
JANNE.KUOKKANEN
JAYCE.HAWRYLUK
HENRIK.BORGSTROM
JOSHUA.HO-SANG
BOO.NIEVES
BRENDAN.GUHLE
MATT.HUNWICK
CALEB.JONES
KERBY.RYCHEL
DANIEL.BRICKLEY
NATE.PROSSER
STEVEN.SANTINI
BRANDON.PIRRI
TYLER.LEWINGTON
DEVON.TOEWS
RYAN.GRAVES
TREVOR.MOORE
MATT.BARTKOWSKI
CHRISTIAN.WOLANIN
JACK.RODEWALD
C.J..SMITH
RYAN.MURPHY
GREG.MCKEGG
SAKU.MAENALANEN
ERIK.CONDRA
LOGAN.O'CONNOR
BLAKE.PIETILA
ERIC.ROBINSON
JEAN-GABRIEL.PAGEAU
RUDOLFS.BALCERS
LAURENT.DAUPHIN
RYAN.LINDGREN
KEVIN.STENLUND
IAN.MCCOSHEN
PETER.CEHLARIK
MAX.JONES
JUSTIN.KLOOS
MACKENZIE.MACEACHERN
PETR.MRAZEK
COLIN.BLACKWELL
JOSH.BROWN
TRENT.FREDERIC
TEDDY.BLUEGER
MARK.LETESTU
COREY.PERRY
KORBINIAN.HOLZER
BRAD.MALONE
KYLE.RAU
JAYCOB.MEGNA
ADAM.CRACKNELL
KYLE.CAPOBIANCO
KURTIS.GABRIEL
A.J..GREER
CODY.GOLOUBEF
ERIC.GRYBA
ZACK.MACEWEN
JUSTIN.BAILEY
DOMINIC.TONINATO
NICK.LAPPIN
CONNOR.BRICKLEY
JOEL.L'ESPERANCE
GUILLAUME.BRISEBOIS
PHILIPPE.MYERS
KOLE.SHERWOOD
ANDREW.AGOZZINO
MATT.ROY
KARSON.KUHLMAN
FILIP.CHLAPIK
ANDREJ.SEKERA
JOSH.CURRIE
ASHTON.SAUTNER
