event_player_1
ANDY.MCDONALD
ANZE.KOPITAR
COREY.PERRY
SHANE.HNIDY
JOHN.ZEILER
RYAN.GETZLAF
TODD.BERTUZZI
LADISLAV.NAGY
ROB.NIEDERMAYER
KYLE.CALDER
BRAD.STUART
CHRIS.PRONGER
KENT.HUSKINS
BOBBY.RYAN
FRANCOIS.BEAUCHEMIN
MARK.MOWERS
BRADY.MURRAY
TODD.MARCHANT
LUBOMIR.VISNOVSKY
MIKE.CAMMALLERI
TOM.PREISSING
TRAVIS.MOEN
DEREK.ARMSTRONG
SEAN.O'DONNELL
MICHAL.HANDZUS
ROBERT.BLAKE
BRAD.MAY
RAITIS.IVANANS
PATRICK.O'SULLIVAN
DUSTIN.BROWN
CHRIS.KUNITZ
GEORGE.PARROS
JONATHAN.BERNIER
JACK.JOHNSON
ALEX.FROLOV
RYAN.CARTER
JAROSLAV.MODRY
SCOTT.THORNTON
JOE.DIPENTA
TOMAS.PLEKANEC
JUSTIN.WILLIAMS
SAKU.KOIVU
FRANCIS.BOUILLON
MIKHAIL.GRABOVSKI
TIM.GLEASON
ALEX.KOVALEV
STEVE.BEGIN
MATT.CULLEN
BRYAN.SMOLINSKI
JEFFREY.HAMILTON
TOM.KOSTOPOULOS
ERIC.STAAL
ERIK.COLE
CRAIG.ADAMS
NICLAS.WALLIN
PATRICE.BRISEBOIS
GUILLAUME.LATENDRESSE
ROD.BRIND'AMOUR
ANDREI.MARKOV
MATHIEU.DANDENAULT
MIKE.COMMODORE
RAY.WHITNEY
MICHAEL.RYDER
ANDREW.LADD
MARK.STREIT
CHRIS.HIGGINS
BRET.HEDICAN
MICHAEL.KOMISAREK
ROMAN.HAMRLIK
FRANTISEK.KABERLE
GLEN.WESLEY
RYAN.BAYDA
CHAD.LAROSE
ANDREI.KASTSITSYN
JOHAN.FRANZEN
VALTTERI.FILPPULA
NIKLAS.KRONVALL
KRIS.DRAPER
HENRIK.ZETTERBERG
JIRI.HUDLER
PAVEL.DATSYUK
TOMAS.KOPECKY
NICKLAS.LIDSTROM
TOMAS.HOLMSTROM
DOMINIK.HASEK
MIKAEL.SAMUELSSON
CHRIS.CHELIOS
BRIAN.RAFALSKI
ANDREAS.LILJA
BRETT.LEBDA
DALLAS.DRAKE
DAN.CLEARY
ILYA.BRYZGALOV
KIRK.MALTBY
JASON.SPEZZA
NIKOLAI.ANTROPOV
DANIEL.ALFREDSSON
ANDREJ.MESZAROS
DANY.HEATLEY
MIKE.FISHER
BRYAN.MCCABE
ANTOINE.VERMETTE
CHRIS.KELLY
CHRIS.NEIL
ALEX.STEEN
ALEXEI.PONIKAROVSKY
JASON.BLAKE
PAVEL.KUBINA
DARCY.TUCKER
MATS.SUNDIN
ANDREW.WOZNIEWSKI
CHRISTOPH.SCHUBERT
PATRICK.EAVES
NICK.FOLIGNO
JOHN.POHL
BOYD.DEVEREAUX
TOMAS.KABERLE
JOE.CORVO
WADE.REDDEN
KRIS.NEWBURY
MARTIN.GERBER
CHAD.KILGER
HAL.GILL
ANTON.VOLCHENKOV
IAN.WHITE
CHRIS.PHILLIPS
SHEAN.DONOVAN
MATTHEW.STAJAN
BATES (JON).BATTAGLIA
MICHAEL.MODANO
STEPHANE.ROBIDAS
BRETT.CLARK
PAUL.STASTNY
KARLIS.SKRASTINS
BEN.GUITE
STU.BARNES
RYAN.SMYTH
ANTTI.MIETTINEN
ANDREW.BRUNETTE
TYLER.ARNASON
IAN.LAPERRIERE
MAREK.SVATOS
LOUI.ERIKSSON
JEFF.HALPERN
JOHN-MICHAEL.LILES
JOE.SAKIC
JERE.LEHTINEN
MATTIAS.NORSTROM
WOJTEK.WOLSKI
JORDAN.LEOPOLD
BRAD.WINCHESTER
JUSSI.JOKINEN
MILAN.HEJDUK
JOEL.LUNDQVIST
SCOTT.HANNAN
JAROSLAV.HLINKA
PHILIPPE.BOUCHER
NIKLAS.HAGMAN
BRENDEN.MORROW
TREVOR.DALEY
WYATT.SMITH
STEVE.OTT
SERGEI.ZUBOV
OLLI.JOKINEN
JAY.BOUWMEESTER
VILLE.PELTONEN
MICHAL.ROZSIVAL
STEPHEN.WEISS
RUSLAN.SALEI
BRETT.MCLEAN
SCOTT.GOMEZ
JOZEF.STUMPEL
BRYAN.ALLEN
RADEK.DVORAK
CHRIS.DRURY
MARTIN.STRAKA
BRANISLAV.MEZEI
NATHAN.HORTON
RYAN.HOLLWEG
COLTON.ORR
GREGORY.CAMPBELL
SEAN.AVERY
MARC.STAAL
BLAIR.BETTS
BRENDAN.SHANAHAN
FEDOR.TYUTIN
ROSTISLAV.OLESZ
BRANDON.DUBINSKY
RYAN.CALLAHAN
CORY.MURPHY
KAMIL.KREPS
DAVID.BOOTH
DAN.GIRARDI
HENRIK.LUNDQVIST
JAROMIR.JAGR
PETR.PRUCHA
PAUL.MARA
MAREK.MALIK
MIKE.VAN RYN
BRIAN.MCGRATTAN
TRAVIS.ZAJAC
VACLAV.PROSPAL
BRAD.RICHARDS
PAUL.MARTIN
RODNEY.PELLEY
FILIP.KUBA
SERGEI.BRYLIN
JASON.WARD
JAN.HLAVAC
DAINIUS.ZUBRUS
BRIAN.GIONTA
VINCENT.LECAVALIER
ARRON.ASHAM
DAVID.CLARKSON
CHRIS.GRATTON
ZACH.PARISE
PAUL.RANGER
KAREL.RACHUNEK
ANDREW.GREENE
NICKLAS.BERGFORS
BRAD.LUKOWICH
MIKE.LUNDIN
PATRIK.ELIAS
JAY.PANDOLFO
VITALY.VISHNEVSKI
ANDRE.ROY
NICK.TARNASKY
MICHEL.OUELLET
MARTIN.ST. LOUIS
JOHN.MADDEN
SHANE.O'BRIEN
CRAIG.MACDONALD
MATT.SMABY
JOHN.ODUYA
MATHIEU.DARCHE
MIKE.MOTTAU
JASON.ARNOTT
DAN.HAMHUIS
SHEA.WEBER
GREG.ZANON
RYAN.SUTER
MARTIN.ERAT
JORDIN.TOOTOO
SCOTT.NICHOL
DAVID.LEGWAND
VERNON.FIDDLER
JED.ORTMEYER
MARTIN.GELINAS
ALEX.RADULOV
GREG.DE VRIES
KURT.SAUER
MAREK.ZIDLICKY
J-P.DUMONT
RADEK.BONK
JERRED.SMITHSON
JEFF.CARTER
ROBYN.REGEHR
SAMI.KAPANEN
JAROME.IGINLA
DANIEL.BRIERE
DION.PHANEUF
ANDERS.ERIKSSON
MIKE.RICHARDS
JOFFREY.LUPUL
DAYMOND.LANGKOW
SCOTT.HARTNELL
KRISTIAN.HUSELIUS
LASSE.KUKKONEN
ADRIAN.AUCOIN
MICHAEL.KNUBLE
MATTHEW.LOMBARDI
JESSE.BOULERICE
BEN.EAGER
WAYNE.PRIMEAU
STEPHANE.YELLE
CORY.SARICH
CRAIG.CONROY
DENIS.TOLPEKO
ERIC.GODARD
ALEX.TANGUAY
KIMMO.TIMONEN
BRAYDON.COBURN
OWEN.NOLAN
DERIAN.HATCHER
SIMON.GAGNE
JASON.SMITH
MARTIN.BIRON
RHETT.WARRENER
JAMES.DOWD
MARCUS.NILSON
RANDY.JONES
JOE.THORNTON
ALES.HEMSKY
JONATHAN.CHEECHOO
MARCEL.GOC
PATRICK.RISSMILLER
ROBERT.NILSSON
STEVE.BERNIER
TORREY.MITCHELL
STEVE.STAIOS
J-F.JACQUES
PATRICK.MARLEAU
KYLE.MCLAREN
MARTY.REASONER
CHRISTIAN.EHRHOFF
DUSTIN.PENNER
SHAWN.HORCOFF
JOE.PAVELSKI
MARC-EDOUARD.VLASIC
MILAN.MICHALEK
CRAIG.RIVET
SHELDON.SOURAY
JONI.PITKANEN
MICHAEL.GRIER
RAFFI.TORRES
KYLE.BRODZIAK
SAM.GAGNER
JARRET.STOLL
DOUGLAS.MURRAY
